"Influent (NTU)","Effluent (NTU)","pC*","Dose (mg/L)","G (Hz)","theta (s)","phi","Gamma","Composite Parameter"
50,50.0548,-0.000475726101856783,0,54.3495445346353,797.333333333333,2.77469478357381e-05,0,0
50,31.000452,0.207601978254174,0.231,54.3495445346353,797.333333333333,2.83480366254877e-05,0.0267466587473449,2.12636037174043
50,29.007508,0.236459583645574,0.277,54.3495445346353,797.333333333333,2.8467733960243e-05,0.0319868031472117,2.54333327055493
50,27.534764,0.259088645833479,0.332,54.3495445346353,797.333333333333,2.86108503387548e-05,0.0382151723461664,3.03908980642173
50,22.766264,0.341678236668053,0.399,54.3495445346353,797.333333333333,2.87851921089419e-05,0.0457483402853909,3.63890806312578
50,19.460104,0.409824847411629,0.479,54.3495445346353,797.333333333333,2.89933613867773e-05,0.0546659201299332,4.3492302472664
50,14.670796,0.532516326141743,0.574,54.3495445346353,797.333333333333,2.92405624042068e-05,0.0651473707833197,5.18447075403764
50,12.373824,0.606466069827761,0.689,54.3495445346353,797.333333333333,2.95398057410951e-05,0.077680075686229,6.18362142896582
50,9.77398,0.708898558317748,0.827,54.3495445346353,797.333333333333,2.98988977453611e-05,0.0924977413242457,7.36549835651564
50,7.666592,0.814367652709291,0.992,54.3495445346353,797.333333333333,3.03282468808965e-05,0.109902368115413,8.75437855667219
50,4.592788,1.03689360519615,1.191,54.3495445346353,797.333333333333,3.0846067959512e-05,0.130449933496112,10.3948126350394
